car_id,brand,model,year,age,fuel_type,transmission,engine_cc,mileage_kmpl,km_driven,owner_count,city,price_inr
312,Hyundai,Creta,2020,6,Petrol,Manual,1997,5,26473,2,Delhi,833207
313,Tata,Nexon,2021,5,CNG,Automatic,1197,16,101067,1,Pune,765859
314,Tata,Nexon,2024,2,CNG,Manual,1199,7,70031,2,Delhi,517621
315,Renault,Kiger,2022,4,Diesel,Manual,1197,16,80223,3,Mumbai,697776
316,Toyota,Corolla,2020,6,Petrol,Automatic,1197,5,52707,2,Nashik,494409
317,Toyota,Corolla,2024,2,Petrol,Automatic,1497,25,37540,2,Delhi,956389
318,Renault,Kiger,2023,3,CNG,Manual,1498,8,28507,1,Pune,931154
319,Volkswagen,Virtus,2023,3,Petrol,Automatic,1199,14,6044,1,Nagpur,855534
320,Tata,Nexon,2024,2,Diesel,Automatic,1497,12,106267,1,Nagpur,617588
321,Kia,Seltos,2020,6,Diesel,Manual,1498,12,48911,1,Hyderabad,1113284
322,Honda,Civic,2020,6,Diesel,Automatic,1197,21,12850,1,Bengaluru,328476
323,Maruti,Swift,2023,3,Diesel,Automatic,1997,18,103028,1,Mumbai,1098669
324,Kia,Seltos,2020,6,Petrol,Automatic,1498,23,91827,1,Nagpur,550444
325,Mahindra,XUV500,2021,5,Diesel,Automatic,1199,15,35619,1,Nagpur,497653
326,Renault,Kiger,2021,5,Petrol,Automatic,998,9,66086,1,Hyderabad,455168
327,Maruti,Swift,2022,4,Diesel,Manual,1497,14,16851,1,Bengaluru,1397911
328,Toyota,Corolla,2021,5,Petrol,Manual,1197,15,51627,2,Pune,1105742
329,Hyundai,Creta,2020,6,CNG,Manual,1497,17,17415,2,Mumbai,1203456
330,Honda,Civic,2019,7,Petrol,Manual,1197,6,112960,2,Delhi,875503
331,Honda,Civic,2023,3,Petrol,Manual,1199,23,13450,1,Chennai,1545913
332,Mahindra,XUV500,2018,8,Petrol,Manual,1497,6,80220,2,Hyderabad,502376
333,Kia,Seltos,2021,5,Petrol,Automatic,1197,16,41681,2,Nashik,351440
334,Renault,Kiger,2022,4,Diesel,Automatic,1199,25,77179,2,Pune,444611
335,Hyundai,Creta,2023,3,CNG,Manual,1997,11,87674,2,Pune,1045437
336,Mahindra,XUV500,2021,5,Diesel,Automatic,1497,22,55905,1,Nashik,320739
337,Maruti,Swift,2019,7,Diesel,Automatic,998,13,105511,2,Nagpur,337919
338,Maruti,Swift,2021,5,Petrol,Manual,1997,22,80457,2,Delhi,484986
339,Renault,Kiger,2023,3,Petrol,Automatic,1498,16,79403,2,Nashik,1392060
340,Volkswagen,Virtus,2024,2,Diesel,Manual,1197,14,16830,1,Nagpur,1396666
341,Skoda,Slavia,2023,3,CNG,Manual,1199,5,110702,1,Delhi,1424455
342,Mahindra,XUV500,2018,8,CNG,Manual,1197,5,106497,1,Delhi,228824
343,Kia,Seltos,2024,2,Diesel,Automatic,1199,8,22884,1,Hyderabad,1865466
344,Volkswagen,Virtus,2024,2,CNG,Automatic,1197,15,34260,3,Nashik,1044583
345,Tata,Nexon,2021,5,Petrol,Automatic,1997,10,116510,2,Pune,539946
346,Renault,Kiger,2022,4,Petrol,Automatic,1498,25,23434,1,Mumbai,658581
347,Mahindra,XUV500,2019,7,CNG,Automatic,998,25,63540,1,Bengaluru,392772
348,Honda,Civic,2021,5,CNG,Manual,998,13,11310,2,Chennai,1202170
349,Hyundai,Creta,2023,3,Diesel,Automatic,1497,20,18294,2,Nagpur,633019
350,Toyota,Corolla,2022,4,Diesel,Manual,1199,5,14725,1,Nashik,816055
351,Honda,Civic,2023,3,CNG,Automatic,1199,7,97340,1,Hyderabad,1326526
352,Kia,Seltos,2021,5,Diesel,Manual,998,6,29901,2,Bengaluru,1081795
353,Maruti,Swift,2019,7,CNG,Automatic,1497,6,25131,1,Delhi,220284
354,Tata,Nexon,2024,2,Petrol,Manual,1197,20,32125,1,Bengaluru,561355
355,Honda,Civic,2021,5,Diesel,Automatic,1497,17,16945,3,Hyderabad,518894
356,Kia,Seltos,2022,4,Petrol,Automatic,1497,10,62637,2,Bengaluru,707307
357,Renault,Kiger,2021,5,CNG,Manual,1997,9,16233,3,Delhi,1327842
358,Renault,Kiger,2022,4,Diesel,Automatic,998,22,75190,3,Chennai,1245020
359,Volkswagen,Virtus,2023,3,CNG,Manual,1497,7,70811,2,Nashik,623077
360,Volkswagen,Virtus,2022,4,Petrol,Manual,1197,10,10593,2,Mumbai,1297198
361,Hyundai,Creta,2024,2,CNG,Manual,1199,13,16406,2,Hyderabad,1344078
362,Tata,Nexon,2024,2,CNG,Automatic,998,19,19748,2,Nashik,690140
363,Renault,Kiger,2021,5,Petrol,Automatic,1498,8,118701,2,Delhi,778477
364,Volkswagen,Virtus,2024,2,Petrol,Manual,1497,24,41099,2,Nashik,1541898
365,Kia,Seltos,2020,6,CNG,Manual,1199,17,11460,3,Chennai,596799
366,Toyota,Corolla,2022,4,Diesel,Automatic,1199,14,117490,3,Mumbai,616448
367,Volkswagen,Virtus,2023,3,Diesel,Manual,1997,13,29633,2,Nagpur,1078547
368,Skoda,Slavia,2023,3,Petrol,Manual,1498,6,45779,3,Hyderabad,629652
369,Skoda,Slavia,2024,2,Petrol,Manual,1197,5,114704,1,Nagpur,474092
370,Mahindra,XUV500,2019,7,Diesel,Automatic,1199,13,88284,1,Pune,431941
371,Renault,Kiger,2024,2,CNG,Automatic,1497,10,50121,1,Bengaluru,1854476
372,Honda,Civic,2021,5,Petrol,Manual,1497,5,116912,2,Nagpur,595576
373,Maruti,Swift,2021,5,CNG,Manual,1497,25,118328,3,Pune,970340
374,Hyundai,Creta,2024,2,Diesel,Automatic,1197,5,98420,3,Bengaluru,1258853
375,Mahindra,XUV500,2021,5,Diesel,Automatic,1197,13,93761,2,Hyderabad,953097
376,Skoda,Slavia,2024,2,CNG,Automatic,1498,16,44121,3,Mumbai,1157967
377,Tata,Nexon,2022,4,CNG,Automatic,1199,13,29688,1,Nagpur,446679
378,Renault,Kiger,2024,2,Petrol,Manual,1997,15,90904,2,Bengaluru,948379
379,Kia,Seltos,2023,3,CNG,Manual,1498,6,49979,3,Nagpur,1484087
380,Volkswagen,Virtus,2024,2,Diesel,Manual,1498,16,115184,3,Nashik,862079
381,Hyundai,Creta,2022,4,CNG,Automatic,1197,22,90778,1,Nagpur,799807
382,Tata,Nexon,2023,3,Diesel,Automatic,1199,15,65786,1,Chennai,499666
383,Renault,Kiger,2021,5,CNG,Manual,1197,20,118704,3,Hyderabad,927705
384,Toyota,Corolla,2021,5,Diesel,Automatic,1197,9,79632,2,Nashik,748700
385,Hyundai,Creta,2020,6,CNG,Manual,1199,20,46079,3,Pune,262597
386,Maruti,Swift,2020,6,Diesel,Manual,1197,23,21961,2,Hyderabad,937406
387,Kia,Seltos,2023,3,Petrol,Manual,998,17,100768,1,Pune,939455
388,Skoda,Slavia,2022,4,Petrol,Manual,1997,5,34657,3,Delhi,726800
389,Kia,Seltos,2024,2,Petrol,Manual,1199,23,112982,1,Bengaluru,924106
390,Skoda,Slavia,2024,2,Diesel,Manual,1199,21,49922,2,Delhi,1632893
391,Kia,Seltos,2020,6,CNG,Manual,1197,12,32681,3,Pune,903907
392,Honda,Civic,2021,5,Diesel,Automatic,998,25,106089,2,Pune,1150948
393,Honda,Civic,2024,2,CNG,Manual,998,5,59627,2,Hyderabad,643756
394,Volkswagen,Virtus,2024,2,CNG,Manual,1197,9,44467,2,Mumbai,1593480
395,Renault,Kiger,2022,4,CNG,Manual,998,18,42054,1,Mumbai,986534
396,Maruti,Swift,2021,5,Diesel,Automatic,1197,21,43712,1,Pune,988996
397,Maruti,Swift,2024,2,Petrol,Manual,1199,20,6671,3,Mumbai,655738
398,Volkswagen,Virtus,2022,4,Petrol,Manual,1498,7,38540,3,Nagpur,1088244
399,Tata,Nexon,2022,4,Petrol,Manual,998,19,119575,1,Bengaluru,905182
400,Mahindra,XUV500,2021,5,Petrol,Manual,998,8,116673,1,Nashik,693218
401,Volkswagen,Virtus,2024,2,Petrol,Automatic,1997,13,111818,1,Nashik,608213
402,Volkswagen,Virtus,2023,3,Diesel,Automatic,1997,17,90045,1,Mumbai,614396
403,Toyota,Corolla,2021,5,CNG,Automatic,1497,8,110154,2,Chennai,539835
404,Mahindra,XUV500,2018,8,Diesel,Manual,1497,9,58907,2,Pune,216955
405,Mahindra,XUV500,2018,8,CNG,Manual,1997,21,92797,1,Mumbai,523179
406,Maruti,Swift,2022,4,CNG,Automatic,1997,16,24484,2,Pune,366833
407,Hyundai,Creta,2024,2,Petrol,Manual,1497,20,103491,2,Delhi,815799
408,Tata,Nexon,2020,6,CNG,Automatic,1197,21,57858,1,Mumbai,752160
409,Renault,Kiger,2024,2,Diesel,Automatic,1497,7,20559,2,Pune,589213
410,Toyota,Corolla,2024,2,Petrol,Automatic,998,22,71628,2,Nagpur,1627091
411,Mahindra,XUV500,2020,6,Diesel,Automatic,1197,6,78420,2,Chennai,1074267
412,Volkswagen,Virtus,2022,4,Petrol,Manual,1997,8,49742,1,Bengaluru,1125970
413,Honda,Civic,2019,7,Petrol,Automatic,1497,10,19019,1,Nagpur,363241
414,Kia,Seltos,2021,5,CNG,Automatic,1197,19,19125,2,Pune,1170827
415,Renault,Kiger,2021,5,CNG,Manual,1497,19,70382,1,Pune,1082843
416,Renault,Kiger,2024,2,CNG,Manual,1197,21,100747,1,Mumbai,1137188
417,Renault,Kiger,2023,3,Diesel,Manual,1497,21,40860,2,Delhi,840858
418,Hyundai,Creta,2021,5,CNG,Automatic,1498,18,115503,3,Delhi,1252379
419,Skoda,Slavia,2024,2,Petrol,Automatic,1197,11,94995,1,Nashik,1721611
420,Hyundai,Creta,2024,2,CNG,Automatic,1997,22,98107,1,Delhi,1404979
421,Renault,Kiger,2024,2,Diesel,Manual,1199,22,73515,1,Pune,1013557
422,Toyota,Corolla,2021,5,Diesel,Automatic,1197,13,24192,1,Bengaluru,584926
423,Toyota,Corolla,2022,4,CNG,Manual,998,19,102309,3,Hyderabad,680308
424,Tata,Nexon,2020,6,Diesel,Automatic,1497,17,77368,1,Pune,1017723
425,Renault,Kiger,2024,2,CNG,Automatic,1997,12,103973,2,Nagpur,1867661
426,Maruti,Swift,2021,5,CNG,Manual,1197,19,29507,1,Mumbai,703457
427,Tata,Nexon,2024,2,Petrol,Automatic,1197,13,5739,1,Chennai,1816333
428,Toyota,Corolla,2021,5,Petrol,Automatic,1498,15,69297,2,Delhi,413956
429,Mahindra,XUV500,2019,7,Petrol,Manual,1498,10,59516,2,Hyderabad,295660
430,Maruti,Swift,2024,2,Diesel,Automatic,1199,15,33632,2,Chennai,1500057
431,Toyota,Corolla,2020,6,Petrol,Manual,1497,16,10226,3,Delhi,732119
432,Honda,Civic,2022,4,CNG,Automatic,1498,13,8238,2,Delhi,1138448
433,Volkswagen,Virtus,2023,3,CNG,Manual,1199,6,46984,2,Mumbai,497486
434,Skoda,Slavia,2024,2,Petrol,Manual,1997,5,92862,3,Nagpur,1602745
435,Honda,Civic,2020,6,CNG,Automatic,1997,22,89746,1,Nashik,283571
436,Mahindra,XUV500,2018,8,Petrol,Manual,998,7,109099,1,Mumbai,653581
437,Tata,Nexon,2023,3,CNG,Automatic,1497,17,61757,1,Pune,1035488
438,Skoda,Slavia,2022,4,CNG,Manual,1997,25,104085,3,Pune,1432798
439,Mahindra,XUV500,2018,8,Diesel,Manual,1997,14,41899,2,Hyderabad,509114
440,Toyota,Corolla,2023,3,Petrol,Manual,1498,10,102878,2,Bengaluru,1291577
441,Mahindra,XUV500,2018,8,Petrol,Manual,1498,22,10475,1,Hyderabad,591101
442,Honda,Civic,2021,5,CNG,Automatic,1997,11,32752,2,Nashik,470766
443,Renault,Kiger,2023,3,Petrol,Manual,998,11,116593,2,Chennai,1421485
444,Tata,Nexon,2020,6,Petrol,Automatic,998,13,48365,1,Nashik,1022907
445,Honda,Civic,2021,5,Petrol,Automatic,998,24,68682,2,Delhi,1109830
446,Renault,Kiger,2022,4,Diesel,Automatic,1498,23,61139,1,Pune,746729
447,Maruti,Swift,2024,2,Diesel,Automatic,1497,25,22603,3,Delhi,1256087
448,Mahindra,XUV500,2020,6,Petrol,Manual,1498,20,89613,2,Mumbai,606624
449,Hyundai,Creta,2024,2,CNG,Manual,1199,11,100345,1,Pune,1348026
450,Renault,Kiger,2024,2,Petrol,Automatic,1197,23,76233,2,Chennai,1658447
451,Mahindra,XUV500,2021,5,CNG,Automatic,1498,12,22548,2,Mumbai,777509
452,Toyota,Corolla,2021,5,Petrol,Manual,1997,24,63487,1,Nashik,1103519
453,Hyundai,Creta,2023,3,Petrol,Automatic,998,16,35375,1,Bengaluru,917280
454,Maruti,Swift,2023,3,Diesel,Automatic,1497,16,11086,1,Delhi,566711
455,Skoda,Slavia,2024,2,Diesel,Manual,1997,13,54369,3,Hyderabad,1082158
456,Honda,Civic,2023,3,Petrol,Automatic,1497,13,51255,1,Chennai,1637485
457,Renault,Kiger,2021,5,Diesel,Manual,1197,21,35145,1,Bengaluru,526546
458,Hyundai,Creta,2022,4,Petrol,Manual,1997,24,59344,1,Mumbai,1062653
459,Volkswagen,Virtus,2022,4,CNG,Automatic,1197,23,7942,1,Pune,530049
460,Hyundai,Creta,2021,5,Petrol,Manual,1498,25,12328,1,Bengaluru,528291
461,Kia,Seltos,2024,2,Petrol,Automatic,1997,23,16239,1,Chennai,1635155
462,Volkswagen,Virtus,2022,4,CNG,Manual,1497,12,109151,2,Nashik,1267972
463,Tata,Nexon,2021,5,CNG,Manual,1497,15,35122,2,Hyderabad,429852
464,Maruti,Swift,2023,3,Diesel,Manual,1997,21,84365,1,Nashik,1229899
465,Renault,Kiger,2021,5,Petrol,Manual,1498,22,68208,3,Nashik,1067670
466,Toyota,Corolla,2023,3,Diesel,Manual,1497,21,96441,2,Hyderabad,811154
467,Volkswagen,Virtus,2023,3,CNG,Manual,1498,16,60769,1,Bengaluru,1201125
468,Honda,Civic,2021,5,Diesel,Automatic,1498,24,29775,1,Pune,1031906
469,Skoda,Slavia,2022,4,Petrol,Automatic,1997,17,58588,1,Mumbai,552433
470,Renault,Kiger,2023,3,Diesel,Automatic,1498,13,85200,1,Hyderabad,1489472
471,Skoda,Slavia,2024,2,Diesel,Automatic,1197,20,38263,1,Delhi,1857139
472,Hyundai,Creta,2020,6,CNG,Manual,1497,12,18143,1,Hyderabad,1081135
473,Skoda,Slavia,2024,2,Diesel,Manual,1197,6,110430,1,Nashik,1357436
474,Kia,Seltos,2020,6,Petrol,Automatic,1199,7,15490,2,Pune,1025781
475,Kia,Seltos,2024,2,Diesel,Manual,1498,25,106398,1,Chennai,1076522
476,Skoda,Slavia,2023,3,CNG,Manual,998,11,85634,1,Pune,903649
477,Toyota,Corolla,2021,5,Diesel,Automatic,1199,7,92773,2,Hyderabad,975276
478,Toyota,Corolla,2020,6,Diesel,Automatic,1498,7,50544,1,Nagpur,1006569
479,Volkswagen,Virtus,2023,3,Diesel,Manual,998,23,58363,2,Mumbai,1161719
480,Tata,Nexon,2022,4,Diesel,Automatic,1498,8,95989,2,Hyderabad,1139371
481,Maruti,Swift,2021,5,Diesel,Manual,1997,19,68172,1,Bengaluru,375968
482,Maruti,Swift,2024,2,Diesel,Automatic,1199,12,72699,2,Pune,1764489
483,Maruti,Swift,2021,5,CNG,Automatic,1497,7,14965,2,Nashik,866155
484,Maruti,Swift,2023,3,CNG,Manual,1197,13,70404,3,Nagpur,789847
485,Tata,Nexon,2021,5,Petrol,Automatic,1197,12,25446,1,Mumbai,412781
486,Volkswagen,Virtus,2024,2,Petrol,Automatic,1498,5,53653,2,Delhi,1389811
487,Renault,Kiger,2023,3,CNG,Automatic,1197,20,57150,1,Nashik,468702
488,Kia,Seltos,2023,3,CNG,Automatic,998,22,56605,3,Nashik,1214355
489,Skoda,Slavia,2023,3,Petrol,Manual,1997,15,93356,1,Hyderabad,1201743
490,Mahindra,XUV500,2020,6,Diesel,Manual,1498,10,40311,2,Delhi,617383
491,Kia,Seltos,2021,5,Diesel,Automatic,1997,18,116978,2,Bengaluru,811631
492,Hyundai,Creta,2024,2,CNG,Automatic,998,12,110393,1,Hyderabad,1024649
493,Hyundai,Creta,2023,3,Diesel,Automatic,1197,5,22625,3,Delhi,1627324
494,Tata,Nexon,2024,2,Diesel,Manual,998,23,95510,1,Pune,849752
495,Volkswagen,Virtus,2024,2,CNG,Automatic,1497,8,39048,1,Delhi,1423296
496,Tata,Nexon,2022,4,Petrol,Automatic,1497,5,118687,3,Nagpur,1180277
497,Skoda,Slavia,2022,4,Diesel,Automatic,1199,14,106547,3,Chennai,441067
498,Tata,Nexon,2023,3,Petrol,Automatic,1197,25,60288,3,Hyderabad,452151
499,Mahindra,XUV500,2019,7,CNG,Automatic,1199,15,98117,1,Hyderabad,506758
500,Mahindra,XUV500,2021,5,Petrol,Manual,1197,18,21389,3,Nagpur,1076738
